pl_name,hostname,sy_snum,sy_pnum,discoverymethod,disc_year,disc_facility,st_spectype,pl_period,pl_orbsmax,pl_rade,pl_orbeccen,pl_insol,pl_eqt,st_teff,st_rad,st_mass,ra,dec,sy_dist
HD 95127 b,HD 95127,1,1,Radial Velocity,2015,McDonald Observatory,K0,482,1.28,,0.11,,,4218,30.505,2.45,164.8961152,43.8144094,676.579
K2-72 b,K2-72,1,4,Transit,2016,K2,,5.5773147,0.0385,1.08,0.11,6.95,,3497,0.33,0.245,334.6227504,-9.6120084,66.4321
K2-72 c,K2-72,1,4,Transit,2016,K2,,15.188067,0.0751,1.01,0.11,1.805,,3428.735,0.28,0.245,334.6227504,-9.6120084,66.4321
K2-72 d,K2-72,1,4,Transit,2016,K2,,7.760039,0.04805,0.87,0.11,4.45,,3428.735,0.28,0.245,334.6227504,-9.6120084,66.4321
K2-72 e,K2-72,1,4,Transit,2016,K2,,24.162884,0.102,1.055,0.11,0.98,,3428.735,0.28,0.245,334.6227504,-9.6120084,66.4321
GJ 3138 c,GJ 3138,1,3,Radial Velocity,2017,La Silla Observatory,M0,5.974,0.057,,0.11,13.9,,3717,0.5,0.68,32.2977385,-16.3392495,28.4712
PDS 70 b,PDS 70,1,2,Imaging,2018,Paranal Observatory,K7,43500,21.3,22.53,0.11,,1202,3972,1.26,0.76,212.0421402,-41.3980405,113.064
HD 102843 b,HD 102843,1,1,Radial Velocity,2019,Las Campanas Observatory,K0 V,3090.942,4.074,,0.11,,,5436,,0.95,177.5854673,-1.2522989,62.758
HD 134060 c,HD 134060,1,2,Radial Velocity,2019,La Silla Observatory,G3 IV,1291.5646,2.3928,,0.11,,,5966,,1.09,227.6847587,-61.4223747,24.0125
HD 20781 d,HD 20781,2,5,Radial Velocity,2019,La Silla Observatory,K0 V,29.158,0.1647,,0.11,,,5256,,0.7,50.0139757,-28.7841175,35.9715
PDS 70 c,PDS 70,1,2,Imaging,2019,European Southern Observatory,,,34.25,22.866,0.11,,995,3972,,,212.0421402,-41.3980405,113.064
HD 219139 b,HD 219139,1,1,Radial Velocity,2021,Okayama Astrophysical Observatory,G5 III,275.5,0.94,,0.11,,,4831,11.22,1.46,348.3604055,11.0649832,104.935
HD 24040 c,HD 24040,1,2,Radial Velocity,2021,Multiple Observatories,,515.4,1.3,,0.11,,,5776.49,1.39,1.1,57.5962104,17.4752873,46.6224
HD 64121 b,HD 64121,1,1,Radial Velocity,2022,La Silla Observatory,G8/K0 III,623,1.51,,0.11,,,5078,5.44,1.64,117.3651424,-54.8126136,129.966
HD 15906 b,HD 15906,1,2,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),K V,10.9246284,0.09,2.071,0.11,34.19,644.5,4820.5,0.75,0.79,38.2712534,-10.352178,45.5621
TOI-3785 b,TOI-3785,1,1,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),M2 V,4.67472955,0.043,4.936,0.11,15.315,547.5,3539,0.5,0.52,130.9002258,63.0780768,79.7634
HD 43691 b,HD 43691,3,1,Radial Velocity,2007,Haute-Provence Observatory,G0,36.97935,0.239,,0.1098,,,6146.5,1.6,1.35,94.8946124,41.0920773,85.6009
61 Vir b,61 Vir,1,3,Radial Velocity,2009,Multiple Observatories,G5 V,4.214935,0.0498805,,0.1095,,,5581.285,0.995,0.925,199.596455,-18.3157745,8.50332
HD 10180 d,HD 10180,1,6,Radial Velocity,2010,La Silla Observatory,G1 V,16.35745,0.128595,,0.1095,,,5911,1.11,1.06,24.4731133,-60.5114881,38.9607
HAT-P-53 b,HAT-P-53,1,1,Transit,2015,HATNet,,1.96162445,0.031595,14.773,0.1095,1611.53,1771.5,5956,1.21,1.09,21.8711012,38.9681137,666.802
GJ 338 B b,GJ 338 B,2,1,Radial Velocity,2020,Calar Alto Observatory,M0 V,24.436,0.1415,,0.1095,,391,4009.5,0.58,0.64,138.5916722,52.6835211,6.33256
Gl 378 b,Gl 378,1,1,Radial Velocity,2019,Haute-Provence Observatory,M1,3.822,0.039435,,0.109,,830,3879,0.56,0.56,150.5865513,48.0824515,14.9545
HD 156098 b,HD 156098,1,2,Radial Velocity,2022,Multiple Observatories,,21.85849,0.167,,0.109,,,,,1.29,259.264687,-32.6630768,48.249
HD 93351 c,HD 93351,1,2,Radial Velocity,2022,Multiple Observatories,,14010.2941,11.154,,0.109,,,,,0.94,161.6779279,-1.6885763,56.163
Kepler-16 b,Kepler-16,2,1,Transit,2011,Kepler,,227.388,0.6964,8.449,0.10845,,,4450,0.65,0.675,289.0758307,51.757229,75.0852
HATS-34 b,HATS-34,1,1,Transit,2016,HATSouth,,2.10616073,0.03166,14.286,0.108,691.84,1376.5,5380,0.98,0.95,0.7744866,-62.4693167,508.842
HD 219134 d,HD 219134,1,6,Radial Velocity,2015,Roque de los Muchachos Observatory,K3 V,46.722,0.23479,1.61,0.1075,4.72,410,4758.07,0.775,0.79,348.3372026,57.1696255,6.53127
GJ 411 b,GJ 411,1,2,Radial Velocity,2019,Haute-Provence Observatory,M1.5 V,12.9427,0.078845,,0.1075,3.13,360,3660,0.38,0.39,165.834471,35.972317,5.675773
HAT-P-14 b,HAT-P-14,2,1,Transit,2010,HATNet,F,4.627669,0.06061,13.451,0.1072,1038.78,1596.5,6600,1.53,1.39,260.1161719,38.2421682,222.663
HD 204313 c,HD 204313,1,3,Radial Velocity,2015,La Silla Observatory,G5 V,34.931875,0.21045,,0.107,,,5776,,1.025,322.0510568,-21.7274194,47.7945
HD 108236 c,HD 108236,1,5,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),G3 V,6.20362189,0.06355,2.068,0.107,162.17,921,5723.87,0.88,0.92,186.5740627,-51.3630519,64.5978
HD 102117 b,HD 102117,1,1,Radial Velocity,2005,La Silla Observatory,G6 V,20.8079,0.15,,0.106,,,5667.88,1.235,1.03,176.2097267,-58.7040134,39.5792
HD 69830 b,HD 69830,1,3,Radial Velocity,2006,La Silla Observatory,,8.668225,0.07895,,0.106,,,5402.79,0.89,0.875,124.6010091,-12.6364246,12.5591
HD 216435 b,HD 216435,1,1,Radial Velocity,2002,Anglo-Australian Telescope,,1351,2.53,,0.105,,,5971,,1.275,343.4094703,-48.5986332,32.9834
75 Cet b,75 Cet,2,2,Radial Velocity,2012,Okayama Astrophysical Observatory,G3 III,694.26,2.006,,0.105,,,4827.5,10.44,2.205,38.0391598,-1.0350269,82.9613
HAT-P-43 b,HAT-P-43,1,1,Transit,2012,HATNet,,3.332683,0.0444,14.359,0.105,521.88,1353,5645,1.1,1.05,128.9256885,10.2065866,528.825
HD 3167 c,HD 3167,1,4,Transit,2016,K2,K0 V,29.8454,0.1795,2.86,0.105,16.75,548,5333,0.86,0.88,8.7401487,4.3807215,47.2899
HATS-36 b,HATS-36,1,1,Transit,2018,HATSouth,G0 V,4.175211,0.053275,13.16,0.105,561,1279.5,6049.5,1.125,1.16,291.4787013,-23.2028183,856.436
HD 63433 c,HD 63433,1,3,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),G5 V,20.543888,0.1453,2.6215,0.105,35.36,622,5688,0.91,0.99,117.4793699,27.3631342,22.4035
K2-110 b,K2-110,1,1,Transit,2017,K2,K3 V,13.86379,0.1021,2.555,0.1045,27.7,638,4943,0.71,0.745,207.3497402,-12.2849182,116.474
GJ 317 b,GJ 317,1,2,Radial Velocity,2007,W. M. Keck Observatory,M3.5 V,694.13,1.1505,,0.104,,,3501.365,0.43,0.42,130.2445254,-23.452809,15.1968
61 Vir c,61 Vir,1,3,Radial Velocity,2009,Multiple Observatories,G5 V,38.05835,0.2163,,0.104,,,5581.285,0.995,0.925,199.596455,-18.3157745,8.50332
HD 28192 b,HD 28192,1,1,Radial Velocity,2022,Multiple Observatories,,14.23283,0.118,,0.104,,,,,1.08,66.7032517,-1.7244842,49.8063
L 98-59 b,L 98-59,1,4,Transit,2019,Transiting Exoplanet Survey Satellite (TESS),M3 V,2.2531135,0.02282,0.825,0.103,24.7,627,3413.5,0.31,0.31,124.5328604,-68.3144658,10.6194
HD 136925 b,HD 136925,1,1,Radial Velocity,2021,Multiple Observatories,,4540,5.13,,0.103,,,5773.19,1.19,0.88,230.7157509,13.3663117,47.874
HD 10697 b,HD 10697,1,1,Radial Velocity,1999,W. M. Keck Observatory,G3 V,1075.575,2.1415,,0.1029,,,5641,1.84,1.12,26.2324076,20.0826974,33.1205
HD 168746 b,HD 168746,1,1,Radial Velocity,2002,La Silla Observatory,G5,6.404,0.06547,,0.1025,,900,5590,1.095,0.91,275.4573269,-11.9229757,41.5681
HATS-9 b,HATS-9,1,1,Transit,2015,HATSouth,,1.9153073,0.03048,13.4955,0.102,,1784.5,5430,1.57,1.03,290.8101704,-20.1663771,638.7
HAT-P-23 b,HAT-P-23,1,1,Transit,2010,HATNet,G0 V,1.212884,0.0232,14.7195,0.101,2796.23,1951,5905,1.2,1.13,306.1239076,16.7621462,364.813
HATS-1 b,HATS-1,1,1,Transit,2012,HATSouth,,3.44645559,0.04443,14.594,0.101,489.95,1279.5,5870,1.04,0.99,175.5252399,-23.3548451,283.971
CoRoT-29 b,CoRoT-29,1,1,Transit,2015,CoRoT,K0 V,2.85057,0.0388,10.088,0.101,,,5260,0.9,0.97,278.9020691,6.4795703,806.507
HAT-P-62 b,HAT-P-62,1,1,Transit,2021,HATNet,,2.645267795,0.03772,12.4035,0.101,918.86,1468,5612.5,1.205,1.02,74.5043816,48.3008551,348.815
HAT-P-64 b,HAT-P-64,1,1,Transit,2021,HATNet,,4.007232,0.05387,18.625,0.101,1443.1,1715,6329.5,1.745,1.3,68.9743955,2.4312732,651.897
TOI-4551 b,TOI-4551,1,1,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),,9.956053,0.0994,10.0915,0.101,1247.74,1655,4926,3.465,1.31,184.9787579,-25.8278531,215.986
K2-233 c,K2-233,1,3,Transit,2018,K2,K3,7.060735,0.066765,1.308,0.1001,67.1,759,4991.5,0.725,0.795,230.4799011,-20.2317975,67.5062
HD 23079 b,HD 23079,1,1,Radial Velocity,2001,Anglo-Australian Telescope,,730.59998,1.596,,0.1,,,5950.5,1.07,1.1,54.9281897,-52.9162344,33.4591
HD 231701 b,HD 231701,1,1,Radial Velocity,2007,W. M. Keck Observatory,F8 V,141.60001,0.56,,0.1,,,6167,1.42,1.21,293.017622,16.4743566,108.877
HD 75898 b,HD 75898,1,1,Radial Velocity,2007,W. M. Keck Observatory,G0 V,418.20001,1.19,,0.1,,,6021,1.58,1.28,133.4611999,33.0566885,78.0505
HD 139357 b,HD 139357,1,1,Radial Velocity,2008,Thueringer Landessternwarte Tautenburg,K4 III,1125.7,2.36,,0.1,,,4700,11.47,1.35,233.8173564,53.9221505,112.09
HD 6718 b,HD 6718,1,1,Radial Velocity,2009,La Silla Observatory,,2496,3.555,,0.1,,,5773.5,0.985,1.02,16.9536005,-8.2336165,51.3444
HD 96063 b,HD 96063,1,1,Radial Velocity,2011,W. M. Keck Observatory,,361.8,1.05,,0.1,,,5084,4.625,1.195,166.1853484,-2.5132966,140.065
WTS-1 b,WTS-1,1,1,Transit,2012,United Kingdom Infrared Telescope,F6 V,3.352057,0.047,16.7,0.1,,1500,6250,1.15,1.2,293.9850284,36.2962939,2346.01
GJ 229 b,GJ 229,2,2,Radial Velocity,2014,Multiple Observatories,M1/M2 V,526.115,0.97,,0.1,,,3564,,0.58,92.6435993,-21.8677233,5.75624
GJ 433 c,GJ 433,1,3,Radial Velocity,2014,Multiple Observatories,M1.5 V,4247.0525,4.2095,,0.1,,,3472,,0.48,173.8619194,-32.5436302,9.06456
GJ 682 c,GJ 682,1,2,Radial Velocity,2014,Multiple Observatories,M3.5 V,57.32,0.176,,0.1,,,3028,,0.27,264.2610245,-44.3232519,5.00671
K2-21 b,K2-21,1,2,Transit,2015,K2,M0.0,9.32448,0.0731,1.7,0.1,10,500,4033.5,0.6,0.64,340.3037846,-14.4893256,83.6448
alf Tau b,alf Tau,2,1,Radial Velocity,2015,Multiple Observatories,K5 III,628.96,1.46,,0.1,,,4055,45.1,1.13,68.980174,16.509201,20.4332
K2-101 b,K2-101,1,1,Transit,2016,K2,,14.67665,0.1124,2,0.1,,618,4819,0.76,0.8,130.3439097,18.9338205,188.33
K2-102 b,K2-102,1,1,Transit,2016,K2,,9.9151575,,1.3,0.1,,,4666.5,0.74,0.755,130.0558953,19.7787519,188.175
K2-45 b,K2-45,1,1,Transit,2016,K2,,1.7292577,0.0237,11,0.1,313.99,1074,4266.55,0.69,0.59,169.6327547,-1.7740582,495.317
GJ 273 b,GJ 273,1,2,Radial Velocity,2017,La Silla Observatory,M3.5,18.6498,0.091101,,0.1,1.06,,3382,0.29,0.29,111.852091,5.225807,5.921535
K2-111 b,K2-111,1,2,Transit,2017,K2,G2,5.351705,0.057,1.82,0.1,490,1309,5775,1.24,0.86,59.8903081,21.2985263,200.394
HD 20003 c,HD 20003,1,2,Radial Velocity,2019,La Silla Observatory,G8 V,33.9239,0.1964,,0.1,,,5494,,0.88,46.9090081,-72.3219221,41.8316
HD 20781 b,HD 20781,2,5,Radial Velocity,2019,La Silla Observatory,K0 V,5.3135,0.0529,,0.1,,,5256,,0.7,50.0139757,-28.7841175,35.9715
HD 31527 b,HD 31527,1,3,Radial Velocity,2019,La Silla Observatory,G2 V,16.5535,0.1254,,0.1,,,5898,,0.96,73.9096193,-23.2413163,38.4473
GJ 251 b,GJ 251,1,1,Radial Velocity,2020,W. M. Keck Observatory,M3.0 V,14.238,0.0818,,0.1,2.53,351,3451,0.36,0.36,103.7002499,33.2664632,5.58057
GJ 480 b,GJ 480,1,1,Radial Velocity,2020,Multiple Observatories,M3.5 Ve,9.567,0.068,,0.1,,,,,0.45,189.7134226,11.6950708,14.2358
BD-210397 b,BD-210397,1,2,Radial Velocity,2023,La Silla Observatory,K7 V,1891,2.63,,0.1,0.02,,4051,0.75,0.68,33.3024198,-21.1962147,23.7324
HD 18438 b,HD 18438,1,1,Radial Velocity,2023,Bohyunsan Optical Astronomical Observatory,M2.5 III,803,2.1,,0.1,,,3860,88.47,1.84,46.5318358,79.41858,224.146
HD 74698 b,HD 74698,1,2,Radial Velocity,2023,La Silla Observatory,G5 V,15.017,0.121,,0.1,123,,5783,1.33,1.04,130.0744755,-71.8768726,52.0648
TOI-2096 c,TOI-2096,1,2,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),M4,6.38783008,0.04,1.9775,0.1,3.79,353.5,3292.5,0.24,0.23,151.6186989,74.8272107,48.4809
K2-233 d,K2-233,1,3,Transit,2018,K2,K3,24.36535,0.15247,2.499,0.09995,12.9,502.5,4991.5,0.725,0.795,230.4799011,-20.2317975,67.5062
HAT-P-50 b,HAT-P-50,1,1,Transit,2015,HATNet,,3.1220109,0.045285,14.437,0.0995,1198.68,1750.5,6280,1.7,1.27,118.0634379,12.1393474,515.458
GJ 536 b,GJ 536,1,1,Radial Velocity,2016,La Silla Observatory,M1 V,8.7078,0.066805,,0.0995,,,3679.5,0.505,0.515,210.2597264,-2.6522901,10.4092
TOI-1235 b,TOI-1235,1,1,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),M0.5 V,3.444717,0.038355,1.716,0.0995,60.3,775,3912,0.63,0.635,152.2182549,69.2766204,39.6345
6 Lyn b,6 Lyn,1,1,Radial Velocity,2008,Okayama Astrophysical Observatory,K0 IV,909.43,2.145,,0.099,,,4941,5.2,1.57,97.6960311,58.1611753,54.6599
HAT-P-37 b,HAT-P-37,1,1,Transit,2011,HATNet,,2.7974419,0.03791,13.204,0.099,412.39,1210,5500,0.88,0.93,284.2960393,51.2691212,390.594
GJ 163 c,GJ 163,1,3,Radial Velocity,2013,La Silla Observatory,,25.63058,0.1254,,0.099,,,,,,62.3228353,-53.3711768,15.1285
HD 7924 c,HD 7924,1,3,Radial Velocity,2015,W. M. Keck Observatory,K0.5 V,15.2998,0.11275,,0.099,28.35,584,5123.065,0.78,0.815,20.4956562,76.7101475,16.9922
HD 160691 c,HD 160691,1,4,Radial Velocity,2004,Anglo-Australian Telescope,G3 IV-V,4076.4,5.235,,0.0985,,,5773,1.355,1.08,266.0361585,-51.8348751,15.5981
HD 1605 c,HD 1605,1,2,Radial Velocity,2015,Multiple Observatories,K1 IV,2130,3.552,,0.0985,,,4836,3.645,1.32,5.1317548,30.9750611,88.8047
47 UMa c,47 UMa,1,3,Radial Velocity,2001,Lick Observatory,G1 V,2391,3.6,,0.098,,,5850.58,1.175,1.035,164.8647611,40.4304931,13.7967
nu Oct A b,nu Oct A,2,1,Radial Velocity,2016,University of Canterbury Mt John Observatory,K1 IIIb-IV,415.9,1.263,,0.098,,,4860,5.81,1.61,325.3702792,-77.3910853,21.1999
TYC 3318-01333-1 b,TYC 3318-01333-1,1,1,Radial Velocity,2018,Multiple Observatories,,562,1.414,,0.098,,,4776,5.9,1.19,45.5825716,49.7441421,490.61
55 Cnc d,55 Cnc,2,5,Radial Velocity,2002,Lick Observatory,G8 V,4888,5.5215,,0.0965,,,5250,0.96,0.91,133.1468373,28.3298154,12.5855
GJ 687 b,GJ 687,1,2,Radial Velocity,2014,Lick Observatory,M3 V,38.141,0.164665,,0.0965,,,3413,0.42,0.415,264.1041731,68.3336741,4.54939
HAT-P-51 b,HAT-P-51,1,1,Transit,2015,HATNet,,4.2180278,0.05067,14.0955,0.0965,310.855,1168,5449,1.04,0.98,21.0651251,32.8107,440.089
HD 564 b,HD 564,1,1,Radial Velocity,2014,La Silla Observatory,G2/G3 V,492.3,1.2,,0.096,,,5902,1.01,0.96,2.4694459,-50.2678998,51.1659
HATS-30 b,HATS-30,2,1,Transit,2016,HATSouth,G,3.1743513,0.04354,13.789,0.096,718.91,1367.5,5943,1.06,1.09,5.618525,-59.9425892,342.14
WASP-129 b,WASP-129,2,1,Transit,2016,SuperWASP-South,G1,5.7481356,0.0628,11.8305,0.096,345.72,1100,5900,1.015,1,176.2990518,-42.0639575,301.462
LHS 1140 b,LHS 1140,1,2,Transit,2017,MEarth Project,M4.5 V,24.7370395,0.0936,1.681,0.096,0.46,232.5,3131,0.21,0.18,11.248632,-15.2741085,14.9861
TOI-199 c,TOI-199,1,2,Transit Timing Variations,2023,Multiple Observatories,G9 V,273.69,0.807,,0.096,,,5255,0.82,0.94,80.1058735,-59.8954326,102.27
GJ 849 c,GJ 849,1,2,Radial Velocity,2014,W. M. Keck Observatory,M3.5,5990,4.962,,0.0955,,,3514.84,0.46,0.49,332.4229938,-4.6408317,8.80058
CoRoT-8 b,CoRoT-8,1,1,Transit,2010,CoRoT,K1 V,6.2123355,0.063345,6.664,0.095,,896,5080,0.785,0.88,291.5885696,1.4262972,322.037
HD 65216 c,HD 65216,3,2,Radial Velocity,2013,La Silla Observatory,,2761.3,3.145,,0.095,,,5617.72,0.89,0.935,118.4209646,-63.6466892,35.1205
HD 81817 c,HD 81817,1,2,Radial Velocity,2022,Multiple Observatories,,622.97802,2.325,,0.095,,,,,4.3,144.2715659,81.3263096,269.126
Mars,Sol,1,8,NA,NA,NA,G,687,1.52,0.532,0.0934,0.43,210,,,,0,0,0
HD 33142 b,HD 33142,1,3,Radial Velocity,2011,W. M. Keck Observatory,K0 III,326.600005,1.072,,0.093,,,5017.2,4.185,1.5,76.8980559,-13.9863374,121.375
HD 110113 b,HD 110113,1,2,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),G,2.54073395,0.035,2.1015,0.093,678.98,1381,5867.5,0.98,1,190.0365636,-44.3120777,106.307
HATS-61 b,HATS-61,1,1,Transit,2018,HATSouth,,7.817953,0.07908,11.6735,0.092,320.525,1175.5,5545.5,1.65,1.08,61.6578005,-25.3496674,679.761
HATS-55 b,HATS-55,1,1,Transit,2019,HATSouth,,4.20419225,0.05412,13.062,0.092,355.91,1288.5,6214,1.13,1.2,114.2833819,-32.7554188,609.838
K2-19 c,K2-19,1,3,Transit,2015,K2,G9 V,11.907195,0.1001,4.37,0.0915,73.1,771,5390,0.86,0.91,174.9602543,0.603596,289.827
HD 2685 b,HD 2685,1,1,Transit,2019,Transiting Exoplanet Survey Satellite (TESS),,4.1269046,0.0568,16.618,0.091,1436.49,1888,6801,1.56,1.43,7.3289156,-76.304032,196.852
HD 72659 c,HD 72659,1,2,Radial Velocity,2022,Multiple Observatories,,18207.72098,13.959,,0.091,,,,,1.09,128.5128072,-1.5686323,51.8949
TOI-5153 b,TOI-5153,1,1,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),F8 V,20.6204353,0.158,11.6185,0.091,49.56,822.5,6354,1.39,1.24,91.5403204,-19.9534443,390.484
HD 76700 b,HD 76700,1,1,Radial Velocity,2002,Anglo-Australian Telescope,,3.97097,0.05,,0.09,,,5656,1.37,1,133.4782248,-66.8004747,60.8831
HD 99109 b,HD 99109,1,1,Radial Velocity,2005,W. M. Keck Observatory,,439.3,1.11,,0.09,,,5282,0.985,0.93,171.0715576,-1.529761,54.7901
HD 180902 b,HD 180902,2,1,Radial Velocity,2009,W. M. Keck Observatory,,479,1.39,,0.09,,,4992,4.1,1.52,289.8239604,-23.5582432,104.577
24 Sex b,24 Sex,1,2,Radial Velocity,2010,Lick Observatory,,452.8,1.333,,0.09,,,5098,4.9,1.54,155.8684866,-0.9023998,72.0691
HAT-P-29 b,HAT-P-29,2,1,Transit,2011,HATNet,F8,5.72337485,0.06669,12.408,0.09,433.59,1260,6087,1.23,1.21,33.1310921,51.7787754,313.576
HD 77338 b,HD 77338,1,1,Radial Velocity,2012,La Silla Observatory,,5.7361,0.0607,,0.09,,,5355.5,0.925,1.15,135.3022475,-25.5282343,45.935
HD 103774 b,HD 103774,2,1,Radial Velocity,2013,La Silla Observatory,F5 V,5.8881,0.07,,0.09,,,6489,,1.33,179.2310729,-12.1079951,56.4089
GJ 180 b,GJ 180,1,3,Radial Velocity,2014,Multiple Observatories,M2 V,17.2565,0.0975,,0.09,,,3371,,0.43,73.460097,-17.776194,11.9407
GJ 180 c,GJ 180,1,3,Radial Velocity,2014,Multiple Observatories,M2 V,24.329,0.129,,0.09,,,3371,,0.43,73.460097,-17.776194,11.9407
mu Leo b,mu Leo,1,1,Radial Velocity,2014,Bohyunsan Optical Astronomical Observatory,K2 III,357.8,1.1,,0.09,,,4538.2,11.4,1.5,148.1898673,26.0067142,32.6081
HIP 107773 b,HIP 107773,1,1,Radial Velocity,2015,Multiple Observatories,K1 III,144.3,0.72,,0.09,,,4945,11.6,2.42,327.5005089,-64.7126993,105.18
HAT-P-66 b,HAT-P-66,1,1,Transit,2016,HATNet,G0,2.972086,0.04363,16.736,0.09,1939.51,1872,6002,1.88,1.25,150.5726262,53.9508237,935.456
K2-91 b,K2-91,1,1,Transit,2016,K2,,1.4195765,0.0172,1.18,0.09,51.05,,3488.9,0.3,0.35,63.2182348,24.2047218,62.5785
HD 34445 e,HD 34445,1,6,Radial Velocity,2017,Multiple Observatories,G0 V,49.175,0.2687,,0.09,,,5836,1.38,1.07,79.4207483,7.3527156,46.0907
HD 20781 c,HD 20781,2,5,Radial Velocity,2019,La Silla Observatory,K0 V,13.8905,0.1004,,0.09,,,5256,,0.7,50.0139757,-28.7841175,35.9715
HD 51608 b,HD 51608,1,2,Radial Velocity,2019,La Silla Observatory,G7 V,14.0726,0.1059,,0.09,,,5358,,0.8,103.7137102,-55.2600189,35.0553
HD 93385 d,HD 93385,1,3,Radial Velocity,2021,La Silla Observatory,G2/G3 V,45.85,0.2565,,0.09,,,5977,,1.04,161.5627065,-41.464604,43.3475
GJ 463 b,GJ 463,1,1,Radial Velocity,2022,Multiple Observatories,M3 V,3448,3.53,,0.09,,,3540,0.49,0.49,185.7440496,64.0324311,18.3554
HD 73583 b,HD 73583,1,2,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),K4 V,6.39805,0.0662,2.62,0.09,38.51,671,4511,0.65,0.73,129.6883026,-13.2565267,31.5666
TOI-1670 c,TOI-1670,1,2,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),F7 V,40.7499489,0.249,11.0825,0.09,32.44,674,6311.5,1.315,1.21,259.0172522,72.1611806,168.067
TOI-2669 b,TOI-2669,1,1,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),,6.203448,,14.8325,0.09,375.55,1226,4829.5,4.04,1.19,134.7226445,-13.3125792,393.443
GJ 367 c,GJ 367,1,3,Radial Velocity,2023,La Silla Observatory,M1.0 V,11.5301,,,0.09,,,3522,0.46,0.46,146.121464,-45.7790165,9.41263
TOI-199 b,TOI-199,1,2,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),G9 V,104.8634818,0.4254,9.651,0.09,2.75,358,5302.5,0.85,0.94,80.1058735,-59.8954326,102.27
HD 156668 c,HD 156668,1,2,Radial Velocity,2021,Multiple Observatories,,811.3,1.57,,0.089,,,4903.69,0.77,0.79,259.4183491,29.228161,24.3323
TOI-712 c,TOI-712,1,3,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),K4.5 V,51.69910105,0.2447,2.578,0.089,2.895,363.5,4563,0.695,0.73,92.9361063,-65.8258386,58.6212
Kepler-454 d,Kepler-454,2,3,Radial Velocity,2023,Roque de los Muchachos Observatory,,4073,5.1,,0.089,,,5687,1.07,1.03,287.4786474,38.2290751,230.869
TOI-2498 b,TOI-2498,1,1,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),,3.73806679,0.0491,5.4245,0.089,790.58,1397.5,5921.5,1.275,1.12,95.4162204,11.2516477,275.265
CoRoT-5 b,CoRoT-5,1,1,Transit,2009,CoRoT,F9 V,4.03789872,0.049565,15.558,0.0885,786.29,1374,6100,1.19,1,101.2772396,0.8152163,882.472
HD 285507 b,HD 285507,1,1,Radial Velocity,2013,Fred Lawrence Whipple Observatory,K4.5 V,6.0881,0.06,,0.088,,,4503,0.675,0.775,61.755663,15.3349441,45.0293
HD 164595 b,HD 164595,2,1,Radial Velocity,2015,Haute-Provence Observatory,G2 V,40,0.23,,0.088,,,5790,,0.99,270.1613723,29.5726698,28.254
HATS-47 b,HATS-47,1,1,Transit,2020,HATSouth,,3.92280295,0.04269,12.9285,0.088,89.45,820.5,4512,0.66,0.67,287.4844021,-49.6649424,300.67
TOI-1338 b,TOI-1338 A,2,2,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),F8,95.174,0.4607,7.35,0.088,0.99,255,6050,1.34,1.13,92.1330955,-59.5409853,399.017
TOI-1064 c,TOI-1064,1,2,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),,12.22653105,0.09429,2.6085,0.088,26.35,604.5,4768.5,0.735,0.75,296.0039349,-47.5620305,68.0726
HD 10180 h,HD 10180,1,6,Radial Velocity,2010,La Silla Observatory,G1 V,2213.5,3.3905,,0.0875,,,5911,1.11,1.06,24.4731133,-60.5114881,38.9607
HD 100655 b,HD 100655,2,1,Radial Velocity,2011,Bohyunsan Optical Astronomical Observatory,G9 III,157.570005,0.72,,0.0875,,,4876,9.68,2.34,173.7653631,20.441541,137.178
HD 49674 b,HD 49674,1,1,Radial Velocity,2002,W. M. Keck Observatory,G5 V,4.94737,0.058,,0.087,,,5615.215,1.04,1.03,102.8773483,40.8672284,43.0399
GJ 581 c,GJ 581,1,3,Radial Velocity,2007,La Silla Observatory,M3 V,12.919,0.072993,,0.087,,,3396,0.325,0.31,229.8564725,-7.7226935,6.2981
TOI-1231 b,TOI-1231,1,1,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),M3 V,24.24558411,0.1288,3.68,0.087,1.94,315.5,3544,0.475,0.48,156.74726,-52.4678724,27.6227
TOI-561 d,TOI-561,1,4,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),G9 V,25.7124,0.158,2.82,0.0865,21.4,598,5372,0.84,0.81,148.1851516,6.216103,85.799
